citrus fruit,semi-finished bread,margarine,ready soups
whole milk,butter milk,domestic eggs,
whole milk,,,
sausage,pork,berries,other vegetables
white bread,flour,oil,sugar
rolls/buns,bottled water,,
bottled water,,,
other vegetables,soda,bottled beer,shopping bags
frankfurter,rolls/buns,napkins,
frankfurter,rolls/buns,salt,canned beer
frankfurter,butter,rolls/buns,semi-finished bread
rolls/buns,pastry,soda,
sausage,coffee,bottled water,
brown bread,bottled water,bottled beer,
UHT-milk,margarine,bottled water,soda
pip fruit,yogurt,,
whole milk,coffee,,
processed cheese,,,
hamburger meat,root vegetables,other vegetables,whole milk
beef,root vegetables,herbs,curd
whole milk,brown bread,bottled beer,
hamburger meat,citrus fruit,other vegetables,whole milk
pasta,fruit/vegetable juice,,
tropical fruit,butter,brown bread,
whole milk,bottled water,,
sausage,,,
rolls/buns,soda,specialty bar,
sliced cheese,rolls/buns,canned beer,
rolls/buns,fruit/vegetable juice,long life bakery product,newspapers
sausage,,,
pastry,fruit/vegetable juice,,
rolls/buns,soda,,
pork,beef,whole milk,condensed milk
other vegetables,UHT-milk,rolls/buns,pastry
domestic eggs,soda,,
ham,beef,citrus fruit,tropical fruit
soda,canned beer,,
specialty chocolate,,,
pork,,,
other vegetables,,,
onions,whole milk,butter,frozen fish
tropical fruit,rolls/buns,bottled water,
pip fruit,whole milk,curd,whipped/sour cream
sausage,hamburger meat,tropical fruit,cream cheese
rolls/buns,,,
hamburger meat,root vegetables,other vegetables,roll products
citrus fruit,tropical fruit,pip fruit,pastry
whole milk,yogurt,frozen potato products,brown bread
root vegetables,other vegetables,,
chewing gum,,,
beef,root vegetables,,
rolls/buns,,,
citrus fruit,shopping bags,,
snack products,chocolate,,
sausage,ham,chicken,turkey
mustard,,,
sausage,pork,soda,
frozen meals,frozen fish,chocolate,
sausage,citrus fruit,other vegetables,yogurt
spread cheese,rolls/buns,,
sausage,rolls/buns,soda,
herbs,whole milk,,
tropical fruit,other vegetables,,
frankfurter,meat,hamburger meat,citrus fruit
domestic eggs,margarine,bottled water,
sausage,other vegetables,,
citrus fruit,tropical fruit,other vegetables,whole milk
pip fruit,root vegetables,butter milk,frozen vegetables
onions,yogurt,flour,sugar
frankfurter,domestic eggs,rolls/buns,
shopping bags,,,
bottled beer,,,
frankfurter,root vegetables,onions,condensed milk
whole milk,spread cheese,,
soda,hygiene articles,napkins,
beef,herbs,other vegetables,whole milk
bottled water,chocolate,,
sausage,,,
ice cream,,,
tropical fruit,cat food,bottled water,soda
whole milk,frozen vegetables,,
yogurt,pastry,canned beer,red/blush wine
herbs,misc. beverages,shopping bags,
whole milk,tea,bottled beer,napkins
meat,curd,white bread,
frankfurter,pip fruit,other vegetables,whole milk
citrus fruit,whole milk,yogurt,softener
canned beer,candy,,
chicken,soda,canned beer,liquor (appetizer)
yogurt,waffles,,
beef,yogurt,spread cheese,margarine
whipped/sour cream,candy,,
pip fruit,root vegetables,whole milk,whipped/sour cream
frankfurter,whole milk,rolls/buns,pastry
soda,,,
pip fruit,yogurt,bottled water,canned beer
citrus fruit,tropical fruit,whipped/sour cream,rolls/buns
whole milk,,,
root vegetables,onions,other vegetables,whole milk
sausage,whipped/sour cream,white bread,baking powder
liver loaf,ham,pip fruit,root vegetables
soda,,,
root vegetables,liquor,shopping bags,
other vegetables,cream cheese,white bread,jam
tropical fruit,whole milk,spread cheese,cat food
butter,oil,cling film/bags,
sausage,pip fruit,hard cheese,rolls/buns
butter,,,
whole milk,brown bread,chocolate,house keeping products
other vegetables,whole milk,whipped/sour cream,specialty cheese
whole milk,yogurt,pastry,soda
white bread,,,
pork,,,
whipped/sour cream,sliced cheese,frozen dessert,hygiene articles
yogurt,frozen fish,ice cream,
butter milk,tea,fruit/vegetable juice,bottled beer
yogurt,whipped/sour cream,hard cheese,ketchup
other vegetables,whole milk,coffee,
pastry,,,
yogurt,rolls/buns,misc. beverages,
citrus fruit,whole milk,butter,yogurt
condensed milk,coffee,,
root vegetables,pastry,,
other vegetables,oil,,
citrus fruit,rolls/buns,snack products,
frankfurter,photo/film,,
sausage,,,
other vegetables,,,
herbs,,,
ham,pip fruit,other vegetables,cream cheese
root vegetables,yogurt,beverages,flour
soda,,,
sausage,beef,hamburger meat,yogurt
frankfurter,pip fruit,frozen vegetables,fruit/vegetable juice
bottled water,,,
meat,citrus fruit,whole milk,spread cheese
ham,root vegetables,butter,bottled water
sugar,canned beer,,
chicken,citrus fruit,tropical fruit,root vegetables
UHT-milk,domestic eggs,sugar,fruit/vegetable juice
beef,yogurt,rolls/buns,cat food
ham,domestic eggs,brown bread,bottled water
rolls/buns,zwieback,chocolate marshmallow,dishes
citrus fruit,yogurt,pastry,salt
citrus fruit,tropical fruit,whole milk,yogurt
cat food,coffee,,
hard cheese,honey,candy,
frankfurter,other vegetables,whole milk,yogurt
bottled beer,,,
yogurt,spread cheese,rolls/buns,soda
frankfurter,sausage,chicken,other vegetables
rolls/buns,soda,newspapers,
whole milk,beverages,bottled water,soda
meat,beef,onions,white wine
curd,napkins,,
beverages,white bread,pastry,newspapers
frankfurter,whole milk,UHT-milk,hard cheese
sausage,pork,beef,root vegetables
sausage,pip fruit,whole milk,rolls/buns
meat,other vegetables,,
sausage,tropical fruit,pip fruit,rolls/buns
whole milk,rolls/buns,pastry,
canned beer,,,
frankfurter,citrus fruit,tropical fruit,pip fruit
long life bakery product,,,
pork,butter,hard cheese,cream cheese
pip fruit,other vegetables,whole milk,butter
bottled beer,,,
pork,tropical fruit,root vegetables,onions
bottled water,white wine,newspapers,
whole milk,domestic eggs,brown bread,photo/film
curd,dessert,soda,fruit/vegetable juice
tropical fruit,pip fruit,UHT-milk,rolls/buns
pip fruit,other vegetables,whole milk,yogurt
chicken,beef,tropical fruit,root vegetables
whole milk,newspapers,,
citrus fruit,other vegetables,yogurt,spread cheese
canned beer,,,
pip fruit,nuts/prunes,root vegetables,condensed milk
photo/film,,,
root vegetables,other vegetables,frozen vegetables,
frankfurter,tropical fruit,root vegetables,whole milk
yogurt,white wine,red/blush wine,
UHT-milk,ice cream,domestic eggs,oil
organic sausage,chicken,citrus fruit,grapes
whole milk,whipped/sour cream,,
meat,root vegetables,whole milk,newspapers
pork,,,
coffee,,,
soft cheese,hard cheese,bottled water,soda
sausage,other vegetables,yogurt,mayonnaise
sausage,citrus fruit,pip fruit,whole milk
finished products,misc. beverages,,
whole milk,frozen meals,rolls/buns,margarine
curd,yogurt,,
coffee,fruit/vegetable juice,,
tropical fruit,herbs,whole milk,yogurt
soda,,,
whole milk,curd,brown bread,
bottled beer,,,
oil,,,
hamburger meat,tropical fruit,,
yogurt,rolls/buns,meat spreads,soda
pork,citrus fruit,,
frankfurter,pip fruit,root vegetables,other vegetables
sausage,soda,liquor (appetizer),shopping bags
canned beer,,,
frankfurter,root vegetables,whole milk,frozen vegetables
beef,citrus fruit,whole milk,
yogurt,UHT-milk,rolls/buns,candles
long life bakery product,,,
other vegetables,butter,yogurt,rolls/buns
pastry,,,
sausage,citrus fruit,whole milk,yogurt
canned beer,,,
sausage,citrus fruit,other vegetables,hard cheese
canned beer,,,
finished products,soda,specialty chocolate,
other vegetables,whole milk,yogurt,specialty cheese
pork,other vegetables,rolls/buns,
beef,root vegetables,other vegetables,whole milk
specialty bar,,,
canned beer,,,
bottled beer,,,
ham,citrus fruit,root vegetables,whipped/sour cream
tropical fruit,whole milk,,
chicken,sugar,photo/film,
pork,hamburger meat,pip fruit,herbs
yogurt,,,
chicken,other vegetables,bottled water,chewing gum
sausage,ham,pip fruit,whole milk
hard cheese,white bread,brown bread,
long life bakery product,,,
chicken,,,
frankfurter,beef,citrus fruit,whole milk
pastry,mustard,bottled beer,
shopping bags,,,
tropical fruit,rolls/buns,pastry,
frozen meals,rolls/buns,bottled beer,
whole milk,,,
pork,sugar,newspapers,
hamburger meat,pip fruit,whole milk,hard cheese
other vegetables,pastry,candy,napkins
domestic eggs,rolls/buns,,
hamburger meat,hard cheese,frozen vegetables,soda
berries,root vegetables,whole milk,curd
pastry,soda,,
sausage,yogurt,rolls/buns,soda
frozen vegetables,,,
dessert,rolls/buns,sugar,bottled water
pip fruit,whole milk,domestic eggs,
liver loaf,beef,onions,specialty chocolate
root vegetables,whole milk,rolls/buns,specialty chocolate
root vegetables,yogurt,pastry,
other vegetables,rolls/buns,soda,
chicken,pip fruit,whole milk,pastry
rolls/buns,,,
butter milk,canned fish,,
butter milk,soft cheese,rolls/buns,
onions,other vegetables,specialty cheese,
ham,hamburger meat,other vegetables,whole milk
coffee,,,
chicken,other vegetables,whole milk,yogurt
whole milk,curd,dessert,shopping bags
frankfurter,hamburger meat,tropical fruit,root vegetables
citrus fruit,pip fruit,whole milk,curd
tropical fruit,whole milk,cat food,popcorn
citrus fruit,other vegetables,butter,brown bread
whole milk,,,
canned beer,,,
canned beer,,,
citrus fruit,rolls/buns,pastry,soda
chicken,onions,other vegetables,whole milk
canned beer,,,
sugar,bottled water,white wine,
pork,tropical fruit,whole milk,curd
rolls/buns,soda,waffles,chewing gum
whole milk,frozen vegetables,rolls/buns,pastry
rolls/buns,brown bread,fruit/vegetable juice,newspapers
mayonnaise,rolls/buns,,
rolls/buns,,,
pork,frozen vegetables,pastry,misc. beverages
citrus fruit,other vegetables,whole milk,flour
beverages,,,
napkins,,,
canned beer,,,
soda,chewing gum,newspapers,photo/film
bottled beer,liquor (appetizer),dishes,
sausage,pork,beef,hamburger meat
sausage,bottled beer,dish cleaner,
rolls/buns,canned beer,,
tropical fruit,grapes,UHT-milk,pickled vegetables
frankfurter,pork,root vegetables,whole milk
sausage,citrus fruit,berries,other vegetables
sausage,butter milk,rolls/buns,bottled water
whole milk,rolls/buns,,
root vegetables,herbs,whole milk,butter milk
sausage,rolls/buns,brandy,
root vegetables,other vegetables,whole milk,butter
tropical fruit,candy,,
hamburger meat,fruit/vegetable juice,canned beer,white wine
meat,whole milk,yogurt,soda
soda,,,
frankfurter,white bread,margarine,shopping bags
other vegetables,,,
whole milk,fruit/vegetable juice,,
pastry,newspapers,,
canned beer,salty snack,,
canned beer,,,
condensed milk,coffee,,
ham,citrus fruit,tropical fruit,whole milk
cream cheese,,,
pork,root vegetables,onions,other vegetables
pastry,soda,,
citrus fruit,pip fruit,root vegetables,onions
meat,finished products,white bread,long life bakery product
soda,fruit/vegetable juice,specialty bar,
yogurt,cream cheese,rolls/buns,chocolate
whipped/sour cream,domestic eggs,margarine,
sausage,other vegetables,yogurt,bottled water
canned beer,,,
root vegetables,other vegetables,photo/film,
pastry,soda,,
rolls/buns,coffee,red/blush wine,chewing gum
rolls/buns,,,
frankfurter,sausage,pip fruit,other vegetables
sausage,yogurt,rolls/buns,pastry
liquor,,,
yogurt,rolls/buns,,
frankfurter,rolls/buns,brown bread,shopping bags
ham,pork,other vegetables,whole milk
chocolate,,,
bottled beer,newspapers,,
chicken,citrus fruit,tropical fruit,other vegetables
specialty cheese,hygiene articles,newspapers,shopping bags
frankfurter,sausage,citrus fruit,root vegetables
pip fruit,bottled beer,,
canned beer,,,
pork,other vegetables,soda,
canned beer,,,
beef,root vegetables,other vegetables,whole milk
rolls/buns,pastry,,
dental care,male cosmetics,,
sausage,turkey,beef,citrus fruit
rolls/buns,soda,,
whole milk,pastry,soda,
beef,tropical fruit,root vegetables,whole milk
ham,whole milk,domestic eggs,tea
finished products,chicken,pork,beef
dessert,beverages,ice cream,soda
rolls/buns,bottled water,bottled beer,
sausage,liver loaf,misc. beverages,fruit/vegetable juice
citrus fruit,soda,misc. beverages,canned beer
whole milk,frozen vegetables,,
whole milk,curd,margarine,
sausage,yogurt,cream,
root vegetables,whole milk,oil,mustard
organic sausage,rolls/buns,,
pork,tropical fruit,other vegetables,coffee
dessert,yogurt,rolls/buns,meat spreads
canned beer,,,
citrus fruit,root vegetables,other vegetables,whipped/sour cream
hamburger meat,root vegetables,frozen vegetables,rolls/buns
citrus fruit,tropical fruit,pip fruit,grapes
other vegetables,,,
canned beer,,,
rolls/buns,canned fruit,,
ham,other vegetables,condensed milk,domestic eggs
beverages,waffles,,
whole milk,brown bread,pastry,
canned beer,,,
frankfurter,sausage,whole milk,margarine
whole milk,frozen dessert,margarine,snack products
citrus fruit,,,
frankfurter,pork,herbs,other vegetables
frankfurter,sausage,other vegetables,whole milk
yogurt,beverages,bottled beer,dishes
whipped/sour cream,condensed milk,domestic eggs,flour
candy,,,
frankfurter,rolls/buns,,
chicken,beef,pip fruit,berries
sausage,rolls/buns,,
brown bread,,,
pip fruit,other vegetables,whole milk,whipped/sour cream
bottled water,long life bakery product,,
chicken,UHT-milk,frozen vegetables,ice cream
sausage,tropical fruit,other vegetables,butter
chicken,pork,butter,candles
pork,yogurt,beverages,frozen vegetables
ham,rolls/buns,soda,shopping bags
citrus fruit,root vegetables,domestic eggs,margarine
rolls/buns,pastry,pasta,soda
tropical fruit,nuts/prunes,whole milk,whipped/sour cream
other vegetables,whole milk,whipped/sour cream,condensed milk
other vegetables,white bread,newspapers,
photo/film,,,
pork,tropical fruit,root vegetables,whipped/sour cream
pastry,sugar,mustard,chewing gum
frankfurter,,,
rolls/buns,soda,,
berries,cookware,flower (seeds),
photo/film,shopping bags,,
photo/film,,,
whole milk,butter,curd,frozen vegetables
waffles,,,
sausage,sliced cheese,cream cheese,candy
hamburger meat,other vegetables,margarine,sugar
canned beer,,,
other vegetables,specialty cheese,,
chicken,whole milk,frozen vegetables,brown bread
ice cream,chewing gum,,
pork,tropical fruit,root vegetables,herbs
citrus fruit,pip fruit,other vegetables,whole milk
frozen meals,pastry,pasta,
ham,meat,chicken,tropical fruit
hamburger meat,hard cheese,pasta,canned vegetables
soda,misc. beverages,sparkling wine,chewing gum
frankfurter,root vegetables,,
canned beer,,,
frozen meals,soda,shopping bags,
whole milk,,,
misc. beverages,,,
canned beer,,,
root vegetables,,,
sausage,onions,,
canned beer,male cosmetics,,
tropical fruit,onions,spread cheese,coffee
pastry,soda,,
sausage,ham,dessert,
canned beer,,,
soda,,,
canned beer,newspapers,,
cat food,waffles,,
sausage,meat,pork,root vegetables
bottled water,soda,,
soda,chocolate,,
rolls/buns,,,
pork,,,
frozen meals,,,
soda,,,
pastry,soda,,
shopping bags,,,
brown bread,bottled water,,
yogurt,,,
bottled beer,,,
pip fruit,whole milk,rolls/buns,pickled vegetables
hamburger meat,other vegetables,frozen vegetables,frozen meals
long life bakery product,potted plants,,
ham,whipped/sour cream,beverages,domestic eggs
butter,napkins,,
whole milk,seasonal products,shopping bags,
dessert,,,
photo/film,,,
bags,,,
rolls/buns,brown bread,,
brown bread,bottled water,soda,fruit/vegetable juice
beef,root vegetables,other vegetables,margarine
dessert,soft cheese,rolls/buns,
misc. beverages,,,
sugar,,,
sausage,rolls/buns,soda,chocolate
whole milk,canned fish,newspapers,
sausage,finished products,beverages,domestic eggs
canned beer,,,
citrus fruit,tropical fruit,frozen meals,frozen dessert
sausage,bottled beer,liquor,red/blush wine
whole milk,newspapers,,
pip fruit,whole milk,pastry,waffles
frankfurter,bottled beer,,
citrus fruit,whole milk,,
misc. beverages,,,
frankfurter,beef,brown bread,margarine
chocolate,napkins,,
ham,tropical fruit,pip fruit,grapes
frankfurter,brown bread,bottled beer,
brown bread,,,
rolls/buns,white bread,waffles,
pip fruit,zwieback,salty snack,cake bar
sausage,root vegetables,whole milk,rolls/buns
root vegetables,whole milk,rolls/buns,
pork,brown bread,salt,liquor
whole milk,yogurt,rolls/buns,waffles
beverages,,,
tropical fruit,domestic eggs,newspapers,
specialty chocolate,,,
pastry,,,
cat food,,,
chicken,citrus fruit,root vegetables,other vegetables
bottled beer,liquor,red/blush wine,
whipped/sour cream,candy,,
long life bakery product,,,
beef,root vegetables,white wine,shopping bags
salty snack,,,
other vegetables,soda,specialty bar,
meat,citrus fruit,root vegetables,whole milk
fish,rolls/buns,potted plants,
whole milk,sliced cheese,long life bakery product,candy
detergent,,,
hamburger meat,photo/film,,
whole milk,dessert,yogurt,sliced cheese
beef,,,
frozen meals,bottled beer,,
pip fruit,yogurt,,
yogurt,frozen vegetables,decalcifier,
rolls/buns,,,
whole milk,frozen meals,pasta,candy
ham,frozen meals,rolls/buns,canned fish
frozen meals,,,
ice cream,canned fruit,canned beer,shopping bags
pork,frozen potato products,rolls/buns,margarine
chewing gum,,,
tropical fruit,root vegetables,other vegetables,butter
whole milk,pastry,sugar,soda
whole milk,cereals,,
bottled water,soda,,
sausage,whole milk,rolls/buns,
whole milk,napkins,,
whole milk,,,
whole milk,specialty bar,,
pork,tropical fruit,white bread,soda
curd,,,
dessert,frozen potato products,specialty chocolate,
waffles,,,
onions,other vegetables,spread cheese,misc. beverages
misc. beverages,canned beer,,
shopping bags,,,
white wine,,,
frankfurter,curd,semi-finished bread,
white bread,canned beer,,
pork,beef,other vegetables,curd
other vegetables,whole milk,,
pork,,,
berries,salt,organic products,cat food
frankfurter,root vegetables,bottled beer,shopping bags
root vegetables,whole milk,hard cheese,candy
finished products,pip fruit,frozen potato products,soda
bottled water,misc. beverages,bottled beer,
margarine,coffee,instant coffee,soda
soda,shopping bags,,
hamburger meat,whole milk,canned vegetables,soda
root vegetables,onions,other vegetables,whole milk
root vegetables,onions,other vegetables,curd
soda,,,
canned beer,,,
frozen fish,,,
beverages,,,
pip fruit,,,
potted plants,,,
pork,whole milk,,
fruit/vegetable juice,,,
fruit/vegetable juice,,,
fruit/vegetable juice,salty snack,,
tropical fruit,,,
yogurt,misc. beverages,,
canned beer,,,
canned beer,,,
cream cheese,rolls/buns,candy,shopping bags
bottled water,,,
sausage,hamburger meat,citrus fruit,other vegetables
soda,bottled beer,liquor,red/blush wine
newspapers,,,
whole milk,beverages,,
potted plants,,,
yogurt,hard cheese,sugar,bottled beer
roll products,misc. beverages,,
soft cheese,,,
frozen meals,,,
ice cream,,,
frankfurter,pork,tropical fruit,whole milk
meat,turkey,tropical fruit,root vegetables
soda,,,
butter milk,pastry,,
frozen potato products,rolls/buns,oil,bottled water
other vegetables,margarine,coffee,canned beer
frankfurter,pork,whole milk,pastry
misc. beverages,salty snack,,
sausage,UHT-milk,,
butter,yogurt,rolls/buns,detergent
frankfurter,pork,beef,hamburger meat
bottled water,,,
kitchen towels,,,
other vegetables,whole milk,bottled water,soda
butter,ice cream,margarine,soda
sausage,whole milk,domestic eggs,rolls/buns
frankfurter,pork,pip fruit,root vegetables
liver loaf,root vegetables,other vegetables,whole milk
white wine,,,
frankfurter,tropical fruit,root vegetables,whole milk
meat,,,
canned beer,,,
chicken,soda,liquor,white wine
other vegetables,hard cheese,processed cheese,cereals
pip fruit,whole milk,dessert,butter milk
other vegetables,whole milk,processed cheese,white bread
yogurt,frozen vegetables,,
root vegetables,whole milk,rolls/buns,
shopping bags,,,
UHT-milk,bottled water,soda,
whole milk,dessert,butter milk,
hamburger meat,pip fruit,other vegetables,whole milk
frozen vegetables,bottled beer,,
root vegetables,other vegetables,whole milk,butter
sausage,other vegetables,whole milk,butter
whole milk,rolls/buns,salty snack,chocolate
beef,hamburger meat,tropical fruit,root vegetables
sausage,meat,whole milk,rolls/buns
pork,beef,packaged fruit/vegetables,pastry
bottled beer,,,
salty snack,female sanitary products,,
bottled beer,,,
soda,skin care,,
bottled water,,,
frankfurter,other vegetables,mustard,soda
tropical fruit,other vegetables,whole milk,yogurt
canned beer,,,
chicken,citrus fruit,curd,yogurt
citrus fruit,tropical fruit,ice cream,
curd,,,
citrus fruit,tropical fruit,other vegetables,whole milk
citrus fruit,tropical fruit,brown bread,napkins
other vegetables,soda,bottled beer,
bottled water,soda,waffles,
chicken,root vegetables,onions,other vegetables
waffles,,,
curd,cake bar,,
oil,,,
berries,root vegetables,herbs,other vegetables
frankfurter,hamburger meat,whole milk,cream cheese
pork,beef,frozen vegetables,frozen meals
tropical fruit,root vegetables,whole milk,rolls/buns
frankfurter,meat,whole milk,roll products
specialty cheese,chewing gum,,
pork,root vegetables,onions,bottled water
citrus fruit,tropical fruit,root vegetables,other vegetables
bottled beer,white wine,,
other vegetables,butter milk,rolls/buns,oil
frankfurter,beef,pip fruit,whole milk
canned beer,,,
citrus fruit,tropical fruit,dessert,condensed milk
other vegetables,white bread,,
citrus fruit,root vegetables,other vegetables,whole milk
whole milk,cream cheese,salty snack,candy
soda,fruit/vegetable juice,cake bar,candy
other vegetables,,,
pip fruit,,,
canned beer,,,
tropical fruit,other vegetables,whole milk,curd
root vegetables,onions,other vegetables,frozen fruits
other vegetables,whole milk,yogurt,rolls/buns
root vegetables,other vegetables,yogurt,rolls/buns
bottled water,,,
whole milk,,,
root vegetables,whole milk,roll products,
tropical fruit,pip fruit,other vegetables,frozen vegetables
butter,curd,dessert,cream cheese
flower soil/fertilizer,,,
pasta,soda,snack products,cake bar
other vegetables,dessert,candy,abrasive cleaner
other vegetables,curd,yogurt,UHT-milk
beef,,,
root vegetables,,,
whole milk,frozen vegetables,coffee,
pork,root vegetables,other vegetables,whole milk
beef,other vegetables,,
specialty bar,,,
salty snack,,,
sausage,ham,grapes,other vegetables
tropical fruit,frozen meals,rolls/buns,bottled beer
canned beer,,,
pip fruit,grapes,whole milk,yogurt
turkey,,,
other vegetables,,,
sausage,beef,citrus fruit,tropical fruit
frankfurter,pip fruit,nuts/prunes,onions
citrus fruit,whole milk,soft cheese,rice
chicken,pork,frozen vegetables,soda
citrus fruit,tropical fruit,other vegetables,whole milk
flour,sugar,cat food,misc. beverages
baking powder,,,
finished products,tropical fruit,pip fruit,other vegetables
frankfurter,rolls/buns,margarine,soda
chicken,curd,UHT-milk,cream cheese
chicken,other vegetables,whole milk,domestic eggs
sausage,beef,whole milk,pastry
beef,other vegetables,margarine,soda
whole milk,frozen meals,specialty chocolate,
sausage,other vegetables,,
other vegetables,potted plants,,
onions,roll products,,
sausage,root vegetables,onions,herbs
frankfurter,sausage,tropical fruit,oil
zwieback,long life bakery product,dental care,
chicken,tropical fruit,pip fruit,whipped/sour cream
frankfurter,curd cheese,,
whole milk,whipped/sour cream,semi-finished bread,baking powder
frozen fish,brandy,,
berries,whole milk,frozen meals,frozen dessert
chicken,pork,other vegetables,whole milk
onions,yogurt,ice cream,
beef,root vegetables,herbs,packaged fruit/vegetables
root vegetables,whole milk,semi-finished bread,cat food
soda,,,
whole milk,soft cheese,rum,
citrus fruit,butter,dessert,processed cheese
sausage,citrus fruit,whole milk,UHT-milk
sparkling wine,,,
UHT-milk,cat food,coffee,bottled beer
soda,,,
curd,cat food,soda,
whole milk,processed cheese,mayonnaise,margarine
frankfurter,pork,tropical fruit,root vegetables
chocolate,,,
other vegetables,processed cheese,tea,
coffee,,,
tropical fruit,other vegetables,butter milk,curd cheese
beef,fish,yogurt,pastry
whipped/sour cream,domestic eggs,bottled water,soda
tropical fruit,pip fruit,other vegetables,butter milk
UHT-milk,canned beer,,
root vegetables,semi-finished bread,specialty bar,
frankfurter,sausage,butter,dessert
pip fruit,other vegetables,whole milk,butter milk
pip fruit,soft cheese,tidbits,
whipped/sour cream,,,
canned beer,,,
oil,,,
white bread,bottled beer,,
soda,specialty bar,,
hygiene articles,,,
bottled beer,,,
dessert,yogurt,brown bread,pastry
cereals,specialty chocolate,potted plants,
canned beer,,,
frankfurter,soda,shopping bags,
sausage,other vegetables,cream cheese,domestic eggs
UHT-milk,cream cheese,spread cheese,rolls/buns
misc. beverages,specialty chocolate,,
baking powder,,,
bottled water,soda,,
meat,chicken,berries,yogurt
bottled water,bottled beer,,
pork,pip fruit,,
tropical fruit,pip fruit,soda,white wine
citrus fruit,pip fruit,root vegetables,other vegetables
rolls/buns,soda,canned beer,
meat spreads,specialty bar,,
brown bread,bottled water,specialty bar,
bottled water,,,
frankfurter,UHT-milk,oil,bottled water
pork,citrus fruit,pip fruit,root vegetables
yogurt,hard cheese,rolls/buns,sweet spreads
soda,,,
canned beer,,,
pastry,,,
citrus fruit,herbs,other vegetables,curd
citrus fruit,,,
sausage,domestic eggs,pastry,bottled water
decalcifier,,,
sausage,ham,meat,butter
beef,chocolate,,
hamburger meat,ketchup,,
mayonnaise,white bread,soda,
fruit/vegetable juice,chewing gum,,
finished products,pip fruit,other vegetables,domestic eggs
chicken,other vegetables,bottled beer,canned beer
whole milk,dessert,soda,bottled beer
ham,root vegetables,other vegetables,dessert
liquor,,,
canned beer,,,
dog food,cling film/bags,,
citrus fruit,tropical fruit,yogurt,UHT-milk
tropical fruit,dessert,yogurt,domestic eggs
beef,citrus fruit,root vegetables,bottled water
photo/film,,,
chicken,butter,UHT-milk,spread cheese
sausage,rolls/buns,misc. beverages,fruit/vegetable juice
whole milk,,,
meat,other vegetables,white bread,newspapers
whole milk,rolls/buns,specialty chocolate,candy
beef,root vegetables,whole milk,butter
ham,meat,berries,other vegetables
sausage,meat,other vegetables,frozen vegetables
sausage,brown bread,roll products,coffee
ham,other vegetables,yogurt,domestic eggs
pork,other vegetables,rolls/buns,canned fish
canned beer,specialty bar,,
chicken,bottled water,liquor (appetizer),
beef,hamburger meat,tropical fruit,pip fruit
yogurt,condensed milk,pet care,house keeping products
tropical fruit,whole milk,margarine,sugar
chicken,root vegetables,rolls/buns,margarine
flower soil/fertilizer,,,
other vegetables,whole milk,waffles,
frozen vegetables,domestic eggs,pastry,
margarine,,,
meat,,,
meat,newspapers,,
pip fruit,canned beer,white wine,
ham,citrus fruit,tropical fruit,pip fruit
beef,whole milk,margarine,salty snack
other vegetables,bottled water,bottled beer,waffles
ham,tropical fruit,beverages,hard cheese
yogurt,frozen vegetables,napkins,newspapers
other vegetables,frozen fish,vinegar,
whole milk,domestic eggs,cling film/bags,
root vegetables,UHT-milk,rolls/buns,brown bread
frankfurter,liver loaf,pip fruit,whole milk
bottled beer,,,
hamburger meat,pip fruit,root vegetables,other vegetables
sausage,packaged fruit/vegetables,whole milk,brown bread
chicken,beef,root vegetables,brown bread
dishes,,,
pork,root vegetables,sliced cheese,specialty chocolate
frankfurter,chicken,pork,citrus fruit
napkins,,,
root vegetables,UHT-milk,soda,
chicken,beef,root vegetables,whole milk
frankfurter,rolls/buns,,
canned beer,,,
canned beer,,,
sausage,ham,grapes,other vegetables
frankfurter,sausage,pork,sliced cheese
bottled water,,,
other vegetables,whole milk,yogurt,ice cream
rolls/buns,,,
frankfurter,pork,citrus fruit,other vegetables
sausage,whole milk,UHT-milk,rolls/buns
frankfurter,chicken,hamburger meat,pip fruit
whole milk,pastry,,
beef,citrus fruit,pip fruit,root vegetables
canned beer,,,
frankfurter,margarine,bottled beer,
frozen chicken,salty snack,,
pork,whipped/sour cream,ice cream,rolls/buns
tropical fruit,berries,other vegetables,butter
other vegetables,,,
coffee,soda,,
meat,other vegetables,whole milk,whipped/sour cream
citrus fruit,soft cheese,rolls/buns,pastry
citrus fruit,tropical fruit,root vegetables,other vegetables
other vegetables,salty snack,dishes,house keeping products
beef,root vegetables,,
dishes,,,
shopping bags,,,
tropical fruit,other vegetables,whipped/sour cream,beverages
hamburger meat,other vegetables,sauces,soda
sausage,other vegetables,dessert,pastry
whole milk,curd,semi-finished bread,baking powder
other vegetables,,,
ice cream,,,
turkey,other vegetables,whipped/sour cream,canned vegetables
pip fruit,berries,other vegetables,whole milk
chicken,hamburger meat,root vegetables,onions
root vegetables,whole milk,yogurt,whipped/sour cream
sausage,meat,rolls/buns,canned beer
pickled vegetables,canned fish,soda,bottled beer
frankfurter,sausage,packaged fruit/vegetables,condensed milk
meat,frozen meals,roll products,bottled beer
berries,butter milk,yogurt,pet care
chewing gum,,,
specialty chocolate,,,
sausage,,,
butter milk,rolls/buns,long life bakery product,
canned beer,,,
frankfurter,onions,herbs,other vegetables
bottled water,bottled beer,,
pork,root vegetables,shopping bags,
bottled beer,,,
soda,,,
yogurt,beverages,fruit/vegetable juice,detergent
pet care,,,
pork,whole milk,sliced cheese,
